Hẹp động mạch thận phải có tiến hành hiến thận được không ?	disease* Hẹp động mạch thận *disease phải có tiến hành procedure* hiến thận *procedure được không ?
Bị viêm kết mạc có cần đeo kính không ?	Bị disease* viêm kết mạc *disease có cần procedure* đeo kính *procedure không ?
Tim đập nhanh uống Coenzyme Q10 có được không ?	disease* Tim đập nhanh *disease uống drug* Coenzyme Q10 *drug có được không ?
Nổi hạch bên trái gần họng là hạch gì ?	disease* Nổi hạch bên trái gần họng *disease là hạch gì ?
Viêm đường tiểu nhẹ khi mang thai phải làm sao ?	disease* Viêm đường tiểu nhẹ *disease khi mang thai phải làm sao ?
Có thể chữa viêm gan B bằng phương pháp lọc máu không ?	Có thể chữa disease* viêm gan B *disease bằng phương pháp procedure* lọc máu *procedure không ?
Đau trên rốn kèm theo đau đầu là biểu hiện của bệnh gì ?	disease* Đau trên rốn *disease kèm theo disease* đau đầu *disease là biểu hiện của bệnh gì ?
Lỡ cho trẻ dùng quá liều thuốc hạ sốt thì có cần phải nhập viện không ?	Lỡ cho trẻ dùng quá liều drug* thuốc hạ sốt *drug thì có cần phải procedure* nhập viện *procedure không ?
Bé 9 tháng bị bệnh não chất trắng và thiếu men G6PD có can thiệp điều trị được không ?	Bé 9 tháng bị disease* bệnh não chất trắng *disease và thiếu men G6PD có can thiệp điều trị được không ?
Đau cổ họng kéo dài nên làm gì ?	disease* Đau cổ họng *disease kéo dài nên làm gì ?
Choáng và đau nửa đầu do rò luân nhĩ có nguy hiểm không ?	disease* Choáng *disease và disease* đau nửa đầu *disease do disease* rò luân nhĩ *disease có nguy hiểm không ?
Mắc ngoại thất tâm thu có nên đốt điện tim và còn phương pháp nào để chữa không ?	Mắc disease* ngoại thất tâm thu *disease có nên procedure* đốt điện tim *procedure và còn phương pháp nào để chữa không ?
Hỏi đáp : Tại sao 2 bên đầu gối mỏi và đau sau khi bị viêm màng tuỷ ?	Hỏi đáp : Tại sao disease* 2 bên đầu gối mỏi *disease và disease* đau *disease sau khi bị disease* viêm màng tuỷ *disease ?
Quan hệ tình dục không dùng bao cao su có khả năng mang thai không ?	Quan hệ tình dục không dùng bao cao su có khả năng disease* mang thai *disease không ?
Bị thương cột sống trật đốt sống cần làm gì để hồi phục sức khoẻ ?	Bị thương cột sống disease* trật đốt sống *disease cần làm gì để hồi phục sức khoẻ ?
Người mắc phình động mạch , hở van tim 3 lá , tắc mạch máu não nên điều trị thế nào ?	Người mắc disease* phình động mạch *disease , disease* hở van tim 3 lá *disease , disease* tắc mạch máu não *disease nên điều trị thế nào ?
Người mắc bệnh xơ cứng bì , xuất hiện chai cứng ở phổi có nguy cơ mắc lao phổi không ?	Người mắc bệnh disease* xơ cứng bì *disease , xuất hiện disease* chai cứng ở phổi *disease có nguy cơ mắc disease* lao phổi *disease không ?
Thai phụ có tiền sử viêm gan B khả năng lây nhiễm là bao nhiêu ?	Thai phụ có tiền sử disease* viêm gan B *disease khả năng lây nhiễm là bao nhiêu ?
Có nên dùng thuốc điều trị đái tháo đường cùng với thực phẩm chức năng ?	Có nên dùng thuốc điều trị disease* đái tháo đường *disease cùng với thực phẩm chức năng ?
Bé kêu đau bụng vùng thượng vị là bị sao ?	Bé kêu disease* đau bụng vùng thượng vị *disease là bị sao ?
Trẻ bị cúm A sau 4 ngày chỉ còn sốt nhẹ nhưng ho và nôn trớ thì phải làm sao ?	Trẻ bị disease* cúm A *disease sau 4 ngày chỉ còn disease* sốt nhẹ *disease nhưng disease* ho *disease và disease* nôn trớ *disease thì phải làm sao ?
Trẻ hay khò khè , khó ngủ là do đâu ?	Trẻ hay disease* khò khè *disease , disease* khó ngủ *disease là do đâu ?
Sau điều trị rối loạn chuyển hoá canxi và trào ngược dạ dày thực quản vẫn mệt mỏi , bủn rủn , tức ngực là do đâu ?	Sau điều trị disease* rối loạn chuyển hoá canxi *disease và disease* trào ngược dạ dày thực quản *disease vẫn disease* mệt mỏi *disease , disease* bủn rủn *disease , disease* tức ngực *disease là do đâu ?
Tổn thương mắt do teo dây thần kinh số 3 có thể điều trị không ?	disease* Tổn thương mắt *disease do disease* teo dây thần kinh số 3 *disease có thể điều trị không ?
Có thể chữa tật nói ngọng cho trẻ lớn không ?	Có thể chữa disease* tật nói ngọng *disease cho trẻ lớn không ?
Mất ngủ , đau buốt đầu có phải do stress không ?	disease* Mất ngủ *disease , disease* đau buốt đầu *disease có phải do stress không ?
Kiêng ăn uống thế nào trước khi nội soi dạ dày gây mê ?	Kiêng ăn uống thế nào trước khi procedure* nội soi dạ dày gây mê *procedure ?
Trẻ bị chảy rỉ mắt sau khi tiêm phòng là bị làm sao ?	Trẻ bị disease* chảy rỉ mắt *disease sau khi procedure* tiêm phòng *procedure là bị làm sao ?
Dương vật bị cong sang phải có nắn thẳng được không ?	disease* Dương vật bị cong sang phải *disease có procedure* nắn thẳng *procedure được không ?
Hỏi đáp : Trẻ sốt 39,5 độ có nguy hiểm không ?	Hỏi đáp : Trẻ disease* sốt 39,5 *disease độ có nguy hiểm không ?
Ghép tế bào gốc có điều trị được bệnh liệt chân do chấn thương cột sống không ?	procedure* Ghép tế bào gốc *procedure có điều trị được bệnh disease* liệt chân *disease do disease* chấn thương cột sống *disease không ?
Ra máu khi đang mang thai 5 tuần có nguy hiểm không ?	disease* Ra máu *disease khi đang disease* mang thai *disease 5 tuần có nguy hiểm không ?
Ăn no thường ợ nước bọt là mắc bệnh gì ?	Ăn no thường disease* ợ nước bọt *disease là mắc bệnh gì ?
U giác mạc có phải cắt không ?	disease* U giác mạc *disease có phải cắt không ?
Bị mất kinh 2 năm có ảnh hưởng gì hay không ?	disease* Bị mất kinh 2 năm *disease có ảnh hưởng gì hay không ?
Uống thuốc điều trị viêm dạ dày , viêm thực quản trào ngược độ B không khỏi nên làm gì ?	Uống thuốc điều trị disease* viêm dạ dày *disease , disease* viêm thực quản *disease disease* trào ngược độ B *disease không khỏi nên làm gì ?
Bệnh lý viêm cầu thận mạn có nguy hiểm không ?	disease* Bệnh lý viêm cầu thận mạn *disease có nguy hiểm không ?
Có các phương pháp điều trị ung thư tuyến tiền liệt như thế nào thưa bác sĩ ?	Có các phương pháp điều trị disease* ung thư tuyến tiền liệt *disease như thế nào thưa bác sĩ ?
Có loại thuốc nhỏ mũi nào dành cho bà bầu bị viêm xoang mãn tính không ?	Có loại drug* thuốc nhỏ mũi *drug nào dành cho bà bầu bị disease* viêm xoang mãn tính *disease không ?
Tinh trùng yếu có thể trữ lạnh và thụ thai không ?	disease* Tinh trùng yếu *disease có thể trữ lạnh và disease* thụ thai *disease không ?
Khắc phục rối loạn nhịp tim như thế nào ?	Khắc phục disease* rối loạn *disease nhịp tim như thế nào ?
Sau phẫu thuật dây thần kinh số 5 , cơn đau không thuyên giảm nên làm gì ?	Sau procedure* phẫu thuật dây thần kinh số 5 *procedure , cơn đau không thuyên giảm nên làm gì ?
Những biến chứng bệnh tay chân miệng có thể gặp là gì ?	Những biến chứng bệnh disease* tay chân miệng *disease có thể gặp là gì ?
Cần làm gì khi trẻ 12 tháng tuổi bị tiêm nhầm mũi ngừa sởi ?	Cần làm gì khi trẻ 12 tháng tuổi bị procedure* tiêm *procedure nhầm mũi ngừa disease* sởi *disease ?
Đau đầu và nôn có phải dấu hiệu của hội chứng thực bào máu ?	disease* Đau đầu *disease và disease* nôn *disease có phải dấu hiệu của disease* hội chứng thực bào máu *disease ?
Đang cho con bú điều trị sỏi thận như thế nào là tốt nhất ?	Đang cho con bú điều trị disease* sỏi thận *disease như thế nào là tốt nhất ?
Vì sao quan hệ 3 lần nhưng vẫn không có cảm giác gì ?	Vì sao quan hệ 3 lần nhưng vẫn không có cảm giác gì ?
Chụp phim não xuất hiện màu đen bất thường	procedure* Chụp phim *procedure disease* não xuất hiện màu đen bất thường *disease
Có thể dùng Melatonin điều trị bệnh mất ngủ không ?	Có thể dùng drug* Melatonin *drug procedure* điều trị *procedure disease* bệnh mất ngủ *disease không ?
Lưỡi đau , nóng và xuất hiện nốt nhỏ màu trắng lan rộng là biểu hiện bệnh gì	disease* Lưỡi đau , nóng và xuất hiện nốt nhỏ màu trắng lan rộng *disease là biểu hiện bệnh gì
Người cao tuổi thường vã mồ hôi , tay run , ngất xỉu là dấu hiệu bệnh gì ?	Người cao tuổi thường disease* vã mồ hôi *disease , disease* tay run *disease , disease* ngất xỉu *disease là dấu hiệu bệnh gì ?
Trẻ 6 tuổi mọc 20 răng có bình thường không ?	Trẻ 6 tuổi disease* mọc 20 răng *disease có bình thường không ?
Bệnh lý hồng cầu nhỏ bẩm sinh ở trẻ có chữa khỏi được không ?	disease* Bệnh lý hồng cầu nhỏ bẩm sinh *disease ở trẻ có chữa khỏi được không ?
Điều trị bệnh xơ gan do rượu bằng phương pháp ghép tế bào gốc được không ?	Điều trị bệnh disease* xơ gan do rượu *disease bằng phương pháp procedure* ghép tế bào gốc *procedure được không ?
Viêm họng , ho ra máu , nổi hạch dưới cằm có phải bệnh lý nghiêm trọng không ?	disease* Viêm họng *disease , disease* ho ra máu *disease , disease* nổi hạch dưới cằm *disease có phải bệnh lý nghiêm trọng không ?
Sử dụng thuốc kháng sinh có ảnh hưởng đến thai nhi như thế nào ?	Sử dụng drug* thuốc kháng sinh *drug có ảnh hưởng đến thai nhi như thế nào ?
Có thể dùng thuốc gì để cải thiện tình trạng viêm gan mạn tính ?	Có thể dùng drug* thuốc *drug gì để cải thiện tình trạng disease* viêm gan mạn tính *disease ?
Như thế nào thì được gọi là dậy thì sớm ở bé trai ?	Như thế nào thì được gọi là disease* dậy thì sớm *disease ở bé trai ?
Trẻ sốt cao , thở khò khè có thể dùng thuốc gì để khắc phục ?	Trẻ disease* sốt cao *disease , disease* thở khò khè *disease có thể dùng thuốc gì để khắc phục ?
Muốn sinh con nhưng kinh nguyệt không đều , phải làm sao ?	Muốn sinh con nhưng disease* kinh nguyệt không đều *disease , phải làm sao ?
Tim đập nhanh kèm theo đau âm ỉ ngực là triệu chứng của bệnh gì ?	disease* Tim đập nhanh *disease kèm theo disease* đau âm ỉ ngực *disease là triệu chứng của bệnh gì ?
Thóp trước của bé bị lõm và đập phập phồng là bị sao ?	Thóp trước của bé bị disease* lõm *disease và disease* đập phập phồng *disease là bị sao ?
Hay giật mình khi ngủ có phải dấu hiệu bệnh động kinh không ?	Hay disease* giật mình disease* *disease khi ngủ *disease có phải dấu hiệu bệnh disease* động kinh *disease không ?
Độ lọc cầu thận GFR là 61 ml / phút có được coi suy thận ?	Độ lọc cầu thận GFR là 61 ml / phút có được coi disease* suy thận *disease ?
Tiểu nhiều , nước tiểu sậm màu , xuất tinh sớm có phải biểu hiện của thận yếu ?	disease* Tiểu nhiều *disease , disease* nước tiểu sậm màu *disease , disease* xuất tinh sớm *disease có phải biểu hiện của disease* thận yếu *disease ?
Hỏi đáp : Nổi mẩn ngứa sau 4 tháng sinh mổ có nên dùng thuốc giảm dị ứng sau sinh ?	Hỏi đáp : disease* Nổi mẩn ngứa *disease sau 4 tháng procedure* sinh mổ *procedure có nên dùng thuốc drug* giảm dị ứng *drug sau sinh ?
Thời gian rụng trứng tính như thế nào ?	Thời gian disease* rụng trứng *disease tính như thế nào ?
Bé 3 tháng có thể mổ tinh hoàn ẩn không ?	Bé 3 tháng có thể procedure* mổ tinh hoàn ẩn *procedure không ?
Cho bé 4 tháng tuổi uống BABY DROP D3K2 như thế nào là đủ và uống giờ nào thì tốt ?	Cho bé 4 tháng tuổi procedure* uống *procedure drug* BABY DROP D3K2 *drug như thế nào là đủ và uống giờ nào thì tốt ?
Điều trị đau răng hàm bằng thuốc gì ?	Điều trị disease* đau răng hàm *disease bằng thuốc gì ?
Trẻ đi phân lỏng kèm hạt trắng hay giật mình và quấy khóc nên làm gì ?	Trẻ đi phân lỏng kèm hạt trắng hay disease* giật mình *disease và disease* quấy khóc *disease nên làm gì ?
Tiêm mũi sởi đơn sau 18 tháng tiêm MMR có sao không ?	Tiêm mũi sởi đơn sau 18 tháng procedure* tiêm MMR *procedure có sao không ?
Lồng ngực lõm khi thở ở trẻ em	disease* Lồng ngực lõm khi thở *disease ở trẻ em
Trẻ bị chó cắn ở mũi nên tiêm vắc-xin phòng dại không ?	Trẻ bị disease* chó cắn *disease ở mũi nên procedure* tiêm procedure* *procedure vắc-xin *procedure phòng disease* dại *disease không ?
Đi tiểu nhiều lần kèm chóng mặt , đau đầu , buồn nôn là dấu hiệu bệnh gì ?	disease* Đi tiểu nhiều lần *disease kèm disease* chóng mặt *disease , disease* đau đầu *disease , disease* buồn nôn *disease là dấu hiệu bệnh gì ?
