Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	disease* Hẹp động_mạch thận *disease phải có tiến_hành procedure* hiến thận *procedure được không ?
Đau bụng_dưới và đau lưng khi đến chu_kỳ kinh_nguyệt	disease* Đau bụng_dưới *disease và disease* đau lưng *disease khi đến chu_kỳ kinh_nguyệt
Có những cách nào kiểm_tra lại hiệu_quả điều_trị diệt Hp ?	Có những cách nào kiểm_tra lại hiệu_quả điều_trị disease* diệt Hp *disease ?
Để đặt_vòng tránh thai thành_công cần những yêu_cầu gì ?	Để procedure* đặt_vòng tránh thai *procedure thành_công cần những yêu_cầu gì ?
Nhồi máu não và xuất_huyết não phải điều_trị thế_nào ?	disease* Nhồi máu não *disease và disease* xuất_huyết não *disease phải điều_trị thế_nào ?
Phương_pháp điều_trị hẹp niệu_đạo tái_phát dứt_điểm	Phương_pháp điều_trị disease* hẹp niệu_đạo tái_phát *disease dứt_điểm
Phải làm_sao khi đã tháo que cấy 8 tuần nhưng chưa có kinh lại ?	Phải làm_sao khi đã procedure* tháo que cấy *procedure 8 tuần nhưng chưa có kinh lại ?
Đau khớp xương vùng tai mỗi khi há miệng cảnh_báo bệnh_lý gì ?	disease* Đau khớp xương vùng tai *disease mỗi khi há miệng cảnh_báo bệnh_lý gì ?
Đau thượng_vị dạ_dày có nguy_cơ bị ung_thư dạ_dày không ?	disease* Đau thượng_vị dạ_dày *disease có nguy_cơ bị disease* ung_thư dạ_dày *disease không ?
Cảm lạnh , hắt_hơi , ngạt_mũi có nên dùng thuốc Phaanedol_Plus ?	disease* Cảm lạnh *disease , disease* hắt_hơi *disease , disease* ngạt_mũi *disease có nên dùng drug* thuốc Phaanedol_Plus *drug ?
Bị viêm kết_mạc có cần đeo kính không ?	Bị disease* viêm kết_mạc *disease có cần procedure* đeo kính *procedure không ?
Tim đập nhanh uống Coenzyme Q10 có được không ?	disease* Tim đập nhanh *disease uống drug* Coenzyme Q10 *drug có được không ?
Nổi hạch bên trái gần họng là hạch gì ?	disease* Nổi hạch bên trái gần họng *disease là hạch gì ?
Viêm đường tiểu nhẹ khi mang thai phải làm_sao ?	disease* Viêm đường tiểu nhẹ *disease khi mang thai phải làm_sao ?
Có_thể chữa viêm gan B bằng phương_pháp lọc máu không ?	Có_thể chữa disease* viêm gan B *disease bằng phương_pháp procedure* lọc máu *procedure không ?
Đau trên rốn kèm theo đau_đầu là biểu_hiện của bệnh gì ?	disease* Đau trên rốn *disease kèm theo disease* đau_đầu *disease là biểu_hiện của bệnh gì ?
Lỡ cho trẻ dùng quá liều thuốc hạ sốt thì có cần phải nhập_viện không ?	Lỡ cho trẻ dùng quá liều drug* thuốc hạ sốt *drug thì có cần phải procedure* nhập_viện *procedure không ?
Bé 9 tháng bị bệnh não chất trắng và thiếu men G6PD có can_thiệp điều_trị được không ?	Bé 9 tháng bị disease* bệnh não chất trắng *disease và thiếu men G6PD có can_thiệp điều_trị được không ?
Đau cổ_họng kéo_dài nên làm gì ?	disease* Đau cổ_họng *disease kéo_dài nên làm gì ?
Choáng và đau nửa đầu do rò luân nhĩ có nguy_hiểm không ?	disease* Choáng *disease và disease* đau nửa đầu *disease do disease* rò luân nhĩ *disease có nguy_hiểm không ?
Mắc ngoại_thất tâm thu có nên đốt điện_tim và còn phương_pháp nào để chữa không ?	Mắc disease* ngoại_thất tâm thu *disease có nên procedure* đốt điện_tim *procedure và còn phương_pháp nào để chữa không ?
Hỏi_đáp : Tại_sao 2 bên đầu_gối mỏi và đau sau khi bị viêm màng tuỷ ?	Hỏi_đáp : Tại_sao disease* 2 bên đầu_gối mỏi *disease và disease* đau *disease sau khi bị disease* viêm màng tuỷ *disease ?
Quan_hệ tình_dục không dùng bao_cao_su có khả_năng mang thai không ?	Quan_hệ tình_dục không dùng bao_cao_su có khả_năng disease* mang thai *disease không ?
Bị_thương cột_sống trật đốt_sống cần làm gì để hồi_phục sức_khoẻ ?	Bị_thương cột_sống disease* trật đốt_sống *disease cần làm gì để hồi_phục sức_khoẻ ?
Người mắc phình động_mạch , hở van tim 3 lá , tắc mạch_máu não nên điều_trị thế_nào ?	Người mắc disease* phình động_mạch *disease , disease* hở van tim 3 lá *disease , disease* tắc mạch_máu não *disease nên điều_trị thế_nào ?
Người mắc bệnh xơ_cứng bì , xuất_hiện chai cứng ở phổi có nguy_cơ mắc lao_phổi không ?	Người mắc bệnh disease* xơ_cứng bì *disease , xuất_hiện disease* chai cứng ở phổi *disease có nguy_cơ mắc disease* lao_phổi *disease không ?
Thai_phụ có tiền_sử viêm gan B khả_năng lây_nhiễm là bao_nhiêu ?	Thai_phụ có tiền_sử disease* viêm gan B *disease khả_năng lây_nhiễm là bao_nhiêu ?
Có nên dùng thuốc điều_trị đái_tháo_đường cùng với thực_phẩm chức_năng ?	Có nên dùng thuốc điều_trị disease* đái_tháo_đường *disease cùng với thực_phẩm chức_năng ?
Bé kêu đau bụng vùng thượng_vị là bị sao ?	Bé kêu disease* đau bụng vùng thượng_vị *disease là bị sao ?
Trẻ bị cúm A sau 4 ngày chỉ còn sốt nhẹ nhưng ho và nôn trớ thì phải làm_sao ?	Trẻ bị disease* cúm A *disease sau 4 ngày chỉ còn disease* sốt nhẹ *disease nhưng disease* ho *disease và disease* nôn trớ *disease thì phải làm_sao ?
Trẻ hay khò_khè , khó ngủ là do đâu ?	Trẻ hay disease* khò_khè *disease , disease* khó ngủ *disease là do đâu ?
Sau điều_trị rối_loạn chuyển_hoá canxi và trào ngược dạ_dày thực_quản vẫn mệt_mỏi , bủn_rủn , tức ngực là do đâu ?	Sau điều_trị disease* rối_loạn chuyển_hoá canxi *disease và disease* trào ngược dạ_dày thực_quản *disease vẫn disease* mệt_mỏi *disease , disease* bủn_rủn *disease , disease* tức ngực *disease là do đâu ?
Tổn_thương mắt do teo dây_thần_kinh số 3 có_thể điều_trị không ?	disease* Tổn_thương mắt *disease do disease* teo dây_thần_kinh số 3 *disease có_thể điều_trị không ?
Có_thể chữa tật nói ngọng cho trẻ lớn không ?	Có_thể chữa disease* tật nói ngọng *disease cho trẻ lớn không ?
Mất_ngủ , đau buốt đầu có phải do stress không ?	disease* Mất_ngủ *disease , disease* đau buốt đầu *disease có phải do stress không ?
Kiêng ăn_uống thế_nào trước khi nội_soi dạ_dày gây_mê ?	Kiêng ăn_uống thế_nào trước khi procedure* nội_soi dạ_dày gây_mê *procedure ?
Trẻ bị chảy rỉ mắt sau khi tiêm phòng là bị làm_sao ?	Trẻ bị disease* chảy rỉ mắt *disease sau khi procedure* tiêm phòng *procedure là bị làm_sao ?
Dương_vật bị cong sang phải có nắn thẳng được không ?	disease* Dương_vật bị cong sang phải *disease có procedure* nắn thẳng *procedure được không ?
Hỏi_đáp : Trẻ sốt 39,5 độ có nguy_hiểm không ?	Hỏi_đáp : Trẻ disease* sốt 39,5 *disease độ có nguy_hiểm không ?
Ghép tế_bào gốc có_điều trị được bệnh liệt chân do chấn_thương cột_sống không ?	procedure* Ghép tế_bào gốc *procedure có_điều trị được bệnh disease* liệt chân *disease do disease* chấn_thương cột_sống *disease không ?
Ra máu khi đang mang thai 5 tuần có nguy_hiểm không ?	disease* Ra máu *disease khi đang disease* mang thai *disease 5 tuần có nguy_hiểm không ?
Ăn no thường ợ nước_bọt là mắc bệnh gì ?	Ăn no thường disease* ợ nước_bọt *disease là mắc bệnh gì ?
U giác_mạc có phải cắt không ?	disease* U giác_mạc *disease có phải cắt không ?
Bị mất kinh 2 năm có ảnh_hưởng gì hay không ?	disease* Bị mất kinh 2 năm *disease có ảnh_hưởng gì hay không ?
Uống thuốc điều_trị viêm dạ_dày , viêm thực_quản trào ngược độ B không khỏi nên làm gì ?	Uống thuốc điều_trị disease* viêm dạ_dày *disease , disease* viêm thực_quản *disease disease* trào ngược độ B *disease không khỏi nên làm gì ?
Bệnh_lý viêm cầu thận mạn có nguy_hiểm không ?	disease* Bệnh_lý viêm cầu thận mạn *disease có nguy_hiểm không ?
Có các phương_pháp điều_trị ung_thư tuyến_tiền_liệt như_thế_nào thưa bác_sĩ ?	Có các phương_pháp điều_trị disease* ung_thư tuyến_tiền_liệt *disease như_thế_nào thưa bác_sĩ ?
Có loại thuốc nhỏ mũi nào dành cho bà bầu bị viêm xoang mãn_tính không ?	Có loại drug* thuốc nhỏ mũi *drug nào dành cho bà bầu bị disease* viêm xoang mãn_tính *disease không ?
Tinh_trùng yếu có_thể trữ lạnh và thụ_thai không ?	disease* Tinh_trùng yếu *disease có_thể trữ lạnh và disease* thụ_thai *disease không ?
Khắc_phục rối_loạn nhịp tim như_thế_nào ?	Khắc_phục disease* rối_loạn *disease nhịp tim như_thế_nào ?
Sau phẫu_thuật dây_thần_kinh số 5 , cơn đau không thuyên_giảm nên làm gì ?	Sau procedure* phẫu_thuật dây_thần_kinh số 5 *procedure , cơn đau không thuyên_giảm nên làm gì ?
Những biến_chứng bệnh tay_chân miệng có_thể gặp là gì ?	Những biến_chứng bệnh disease* tay_chân miệng *disease có_thể gặp là gì ?
Cần làm gì khi trẻ 12 tháng tuổi bị tiêm nhầm mũi ngừa sởi ?	Cần làm gì khi trẻ 12 tháng tuổi bị procedure* tiêm *procedure nhầm mũi ngừa disease* sởi *disease ?
Đau_đầu và nôn có phải dấu_hiệu của hội_chứng thực bào máu ?	disease* Đau_đầu *disease và disease* nôn *disease có phải dấu_hiệu của disease* hội_chứng thực bào máu *disease ?
Đang cho con bú điều_trị sỏi thận như_thế_nào là tốt nhất ?	Đang cho con bú điều_trị disease* sỏi thận *disease như_thế_nào là tốt nhất ?
Vì sao quan_hệ 3 lần nhưng vẫn không có cảm_giác gì ?	Vì sao quan_hệ 3 lần nhưng vẫn không có cảm_giác gì ?
Chụp phim não xuất_hiện màu đen bất_thường	procedure* Chụp phim *procedure disease* não xuất_hiện màu đen bất_thường *disease
Có_thể dùng Melatonin điều_trị bệnh mất_ngủ không ?	Có_thể dùng drug* Melatonin *drug procedure* điều_trị *procedure disease* bệnh mất_ngủ *disease không ?
Lưỡi đau , nóng và xuất_hiện nốt nhỏ màu trắng lan rộng là biểu_hiện bệnh gì	disease* Lưỡi đau , nóng và xuất_hiện nốt nhỏ màu trắng lan rộng *disease là biểu_hiện bệnh gì
Người cao_tuổi thường vã mồ_hôi , tay run , ngất_xỉu là dấu_hiệu bệnh gì ?	Người cao_tuổi thường disease* vã mồ_hôi *disease , disease* tay run *disease , disease* ngất_xỉu *disease là dấu_hiệu bệnh gì ?
Trẻ 6 tuổi mọc 20 răng có bình_thường không ?	Trẻ 6 tuổi disease* mọc 20 răng *disease có bình_thường không ?
Bệnh_lý hồng_cầu nhỏ bẩm_sinh ở trẻ có chữa khỏi được không ?	disease* Bệnh_lý hồng_cầu nhỏ bẩm_sinh *disease ở trẻ có chữa khỏi được không ?
Điều_trị bệnh xơ_gan do rượu bằng phương_pháp ghép tế_bào gốc được không ?	Điều_trị bệnh disease* xơ_gan do rượu *disease bằng phương_pháp procedure* ghép tế_bào gốc *procedure được không ?
Viêm họng , ho ra máu , nổi hạch dưới cằm có phải bệnh_lý nghiêm_trọng không ?	disease* Viêm họng *disease , disease* ho ra máu *disease , disease* nổi hạch dưới cằm *disease có phải bệnh_lý nghiêm_trọng không ?
Sử_dụng thuốc kháng_sinh có ảnh_hưởng đến thai_nhi như_thế_nào ?	Sử_dụng drug* thuốc kháng_sinh *drug có ảnh_hưởng đến thai_nhi như_thế_nào ?
Có_thể dùng thuốc gì để cải_thiện tình_trạng viêm gan mạn_tính ?	Có_thể dùng drug* thuốc *drug gì để cải_thiện tình_trạng disease* viêm gan mạn_tính *disease ?
Như_thế_nào thì được gọi là dậy_thì sớm ở bé trai ?	Như_thế_nào thì được gọi là disease* dậy_thì sớm *disease ở bé trai ?
Trẻ sốt cao , thở khò_khè có_thể dùng thuốc gì để khắc_phục ?	Trẻ disease* sốt cao *disease , disease* thở khò_khè *disease có_thể dùng thuốc gì để khắc_phục ?
Muốn sinh con nhưng kinh_nguyệt không đều , phải làm_sao ?	Muốn sinh con nhưng disease* kinh_nguyệt không đều *disease , phải làm_sao ?
Tim đập nhanh kèm theo đau âm_ỉ ngực là triệu_chứng của bệnh gì ?	disease* Tim đập nhanh *disease kèm theo disease* đau âm_ỉ ngực *disease là triệu_chứng của bệnh gì ?
Thóp trước của bé bị lõm và đập phập_phồng là bị sao ?	Thóp trước của bé bị disease* lõm *disease và disease* đập phập_phồng *disease là bị sao ?
Hay giật_mình khi ngủ có phải dấu_hiệu bệnh động_kinh không ?	Hay disease* giật_mình disease* *disease khi ngủ *disease có phải dấu_hiệu bệnh disease* động_kinh *disease không ?
Độ lọc cầu thận GFR là 61 ml / phút có được coi suy thận ?	Độ lọc cầu thận GFR là 61 ml / phút có được coi disease* suy thận *disease ?
Tiểu nhiều , nước_tiểu sậm màu , xuất_tinh sớm có phải biểu_hiện của thận yếu ?	disease* Tiểu nhiều *disease , disease* nước_tiểu sậm màu *disease , disease* xuất_tinh sớm *disease có phải biểu_hiện của disease* thận yếu *disease ?
Hỏi_đáp : Nổi mẩn ngứa sau 4 tháng sinh mổ có nên dùng thuốc giảm dị_ứng sau sinh ?	Hỏi_đáp : disease* Nổi mẩn ngứa *disease sau 4 tháng procedure* sinh mổ *procedure có nên dùng thuốc drug* giảm dị_ứng *drug sau sinh ?
Thời_gian rụng trứng tính như_thế_nào ?	Thời_gian disease* rụng trứng *disease tính như_thế_nào ?
Bé 3 tháng có_thể mổ tinh_hoàn ẩn không ?	Bé 3 tháng có_thể procedure* mổ tinh_hoàn ẩn *procedure không ?
Cho bé 4 tháng tuổi uống BABY DROP D3K2 như_thế_nào là đủ và uống giờ nào thì tốt ?	Cho bé 4 tháng tuổi procedure* uống *procedure drug* BABY DROP D3K2 *drug như_thế_nào là đủ và uống giờ nào thì tốt ?
Điều_trị đau răng_hàm bằng thuốc gì ?	Điều_trị disease* đau răng_hàm *disease bằng thuốc gì ?
Trẻ đi phân lỏng kèm hạt trắng hay giật_mình và quấy khóc nên làm gì ?	Trẻ đi phân lỏng kèm hạt trắng hay disease* giật_mình *disease và disease* quấy khóc *disease nên làm gì ?
Tiêm mũi sởi đơn sau 18 tháng tiêm MMR có sao không ?	Tiêm mũi sởi đơn sau 18 tháng procedure* tiêm MMR *procedure có sao không ?
Lồng_ngực lõm khi thở ở trẻ_em	disease* Lồng_ngực lõm khi thở *disease ở trẻ_em
Trẻ bị chó cắn ở mũi nên tiêm vắc-xin phòng dại không ?	Trẻ bị disease* chó cắn *disease ở mũi nên procedure* tiêm procedure* *procedure vắc-xin *procedure phòng disease* dại *disease không ?
Đi_tiểu nhiều lần kèm chóng_mặt , đau_đầu , buồn_nôn là dấu_hiệu bệnh gì ?	disease* Đi_tiểu nhiều lần *disease kèm disease* chóng_mặt *disease , disease* đau_đầu *disease , disease* buồn_nôn *disease là dấu_hiệu bệnh gì ?
